绿荫芳邻,朝阳 - 望京 四元桥东北花家地,33582,800,116.395645,39.92998578
博望园,海淀 - 军博 军事博物馆对面羊坊店东路5号,52117,494,116.3303849,39.91014769
和泰园,"朝阳 - 太阳宫 太阳宫路甲3号,朝阳区西坝河北里25号院",48178,278,116.4487225,39.97803656
富丽华园,朝阳 - 燕莎 枣营北里,39049,132,116.4740715,39.95212485
东方御景,周边 - 燕郊 东燕郊经济技术开发区,11248,988,116.395645,39.92998578
福怡苑二期,朝阳 - 定福庄 定福庄北街,29325,1510,116.5626478,39.92700502
馥郁苑,怀柔 - 怀柔 迎宾环岛东南角,21342,0,116.6469521,40.34093433
典雅居,顺义 - 首都机场 首都国际机场东南侧2.7公里,21068,0,116.395645,39.92998578
玲珑小筑,通州 - 东关 东关，京石高速公路南,30500,0,116.395645,39.92998578
于家园一区,怀柔 - 怀柔 怀柔区开放路西侧,19036,1500,116.6485342,40.34150941
馨铭园,朝阳 - 安贞 和平西街小黄庄,51145,321,116.395645,39.92998578
颐丰庄园别墅,海淀 - 颐和园 永丰乡大牛坊,20621,90,116.2386887,40.08747953
紫竹花园,海淀 - 紫竹桥 紫竹院路88号,38680,658,116.3103985,39.94985388
西湖新村,昌平 - 北七家 北七家镇西湖新村,20097,1500,116.4191726,40.12475021
金宸国际公寓,西城 - 金融街 西城金融街广城大街4号院,59642,360,116.3687237,39.91888814
马甸经典家园,朝阳 - 健翔桥 祁家豁子街,42132,291,116.3876996,39.98587962
盛世嘉园,朝阳 - 国贸 北京朝阳区建国路98号,33799,3700,116.4786304,39.91221466
丽斯花园,顺义 - 中央别墅区 天竺镇天竺村，机场高速杨林出口700米,25000,109,116.5736054,40.04730908
嘉林花园别墅,朝阳 - 酒仙桥 将台赵家村,79618,300,116.4865404,39.97674839
丽晶苑,朝阳 - 国贸 建国门外大街乙8号,38219,168,116.4584898,39.91321627
亮马水晶,朝阳 - 酒仙桥 酒仙桥，亮马河路东段桥路5号,36772,317,116.4972159,39.96640338
理想大厦,海淀 - 知春路 海淀剧院东侧知春路111号,32995,0,116.3282533,39.98245484
健翔山庄,朝阳 - 奥林匹克公园 德外大街华严北里甲1号,54955,18,116.3889742,39.98844902
鑫苑小区,通州 - 通州北苑 杨庄南街2号北苑环岛向南800米,24358,1298,116.6459317,39.90493038
东环18,朝阳 - 双井 东三环国贸桥向南500米广渠门路31号,46449,600,116.469255,39.90197208
美景园公寓,东城 - 东直门 东直门内西羊管胡同甲1号,58671,213,116.395645,39.92998578
锦绣大地,海淀 - 苏州桥 西三环苏洲桥西500米,51897,865,116.2415861,39.93939738
秀安园,丰台 - 六里桥 大成里居住区,37204,125,116.4160727,40.0057433
世恒花园,海淀 - 苏州桥 苏州街72号院,42841,0,116.3138276,39.9823936
慧馨苑,朝阳 - 亚运村 亚运村慧忠北里小区内,39727,0,116.395645,39.92998578
天辉公寓,石景山 - 杨庄 石景山杨庄北区西侧阜石路北边,26950,108,116.1982957,39.93268182
光谷新城,通州 - 马驹桥 大羊坊出口向东4公里,18304,2000,116.395645,39.92998578
宝星园,朝阳 - 望京 望京新城的东北200米,37874,770,116.4868046,40.00688644
光彩国际公寓,朝阳 - 工体 朝阳区工体西路18号,49631,300,116.4519818,39.93317433
康城别墅一期,朝阳 - 双桥 朝阳区双桥东路双桥农场,24895,524,116.6082631,39.89035646
星城国际,朝阳 - 酒仙桥 酒仙路10号大山子环岛东南侧,31673,448,116.497089,39.98596707
万科青青家园住宅,朝阳 - 垡头 京沈高速路东四环以东7公里,27125,733,116.5858222,39.8687787
慧谷根园,朝阳 - 望京 广泽路2号,44313,224,116.4850074,40.01623421
新月家园,"丰台 - 卢沟桥 芦沟桥南里,宛平城",23747,600,116.2410628,39.85187881
都会国际,朝阳 - 十里河 十里堡甲3号华堂商场西侧,27798,285,116.5080579,39.9214455
丽舍公寓,朝阳 - 国贸 建国门外建华南路17号,55194,440,116.395645,39.92998578
隆盛园,大兴 - 黄村 庞各庄瓜乡桥向西100米,12545,920,116.3281847,39.62673667
冠云庄园,海淀 - 车道沟 蓝靛厂南路,66749,300,116.395645,39.92998578
晟丰阁,"宣武 - 右安门内 南二环边,距右安门桥200米",46855,0,116.395645,39.92998578
东方城,朝阳 - 芍药居 对外经贸大学东1000米,42992,200,116.395645,39.92998578
信德新时代二期,宣武 - 广安门 鸭子桥路1号院,41390,480,116.4212476,39.79278495
金宏泰家园,宣武 - 右安门内 右安门外东三条,45383,288,116.395645,39.92998578
玉秀园,顺义 - 马坡 顺义县顺义城东南3公里,20028,135,116.7029169,40.11737307
宅美诗,朝阳 - 朝阳门 朝阳门工体西门吉庆里小区内,50864,0,116.395645,39.92998578
平安苑,"丰台 - 玉泉营 玉泉路南1500米,紧邻玉泉路地铁",52952,78,116.395645,39.92998578
南太平庄小区,朝阳 - 定福庄 高井附近,36800,0,116.395645,39.92998578
庆馨园,昌平 - 南口 亚运村正北12公里,37534,0,116.395645,39.92998578
凤凰城一期,朝阳 - 三元桥 三元桥东北角,47569,2100,116.4591126,39.96757795
草桥东路20号院,丰台 - 草桥 草桥东路20号院,37946,0,116.366387,39.84840701
杰辉苑,房山 - 燕山 房山城关街道与燕山交界处,11378,0,115.9704212,39.72796022
迎风西里,房山 - 燕山 北京房山区燕山迎风西里,11946,0,115.9598211,39.72861609
北苑145号院,通州 - 通州北苑 北苑145号院,25704,0,116.6448075,39.91270072
迎风一里,房山 - 燕山 北京房山区燕山迎风一里,10759,0,115.9604953,39.73813353
迎风六里,房山 - 燕山 北京房山区燕山迎风六里,12174,0,115.9718497,39.73008222
开阳里甲24号院,丰台 - 右安门外 开阳里东巷,40608,130,116.3742326,39.87069438
秀山家园,海淀 - 西北旺 海淀区温泉镇白家疃,16742,0,109.0253213,28.4983154
东辛房大街小区,门头沟 - 门头沟 东辛房大街,15612,0,116.0813283,39.93985976
科研大厦,海淀 - 中关村 海淀南路海淀派出所旁,7514,0,116.395645,39.92998578
西山小镇,房山 - 房山城区 北京房山区周口店镇政府斜对面,6140,0,116.1435676,39.96443112
绿城百合玉泉苑,房山 - 良乡 良乡卫星城西侧10公里阎村镇,17992,0,116.0815867,39.72210979
大经厂西巷,东城 - 交道口 北京市东城区鼓楼东大街196号,71251,0,116.4102273,39.94844648
丽苑家园,顺义 - 后沙峪 孙河乡政府西南侧,26755,0,116.395645,39.92998578
南场住宅中区,昌平 - 南口 北京市昌平区南口,12898,0,115.8905798,28.67936202
绿城百合梦泉苑,房山 - 房山城区 房山区闫村镇，京石高速闫村出口向西路南，燕化星城东侧,23076,0,116.0815867,39.72210979
绿城百合流虹苑,房山 - 房山城区 房山区闫村镇，京石高速闫村出口向西路南，燕化星城东侧,21370,0,116.0815867,39.72210979
东风南里,房山 - 燕山 房山区燕山东风南里,10197,0,115.9692239,39.75982111
迎风二里,房山 - 燕山 房山区燕山迎风二里,11940,0,115.9603742,39.73563615
民委三舍,东城 - 和平里 和平里东街,68004,0,116.395645,39.92998578
燕灵小区,周边 - 燕郊 河北省廊坊市市区河北省三河市三河市中心部,11927,0,116.395645,39.92998578
清河镇邮局宿舍,海淀 - 清河 北京市海淀区清河三街,41381,0,116.3523667,40.03395405
陶瓷厂宿舍,海淀 - 清河 安宁庄后街13号院,39345,0,116.395645,39.92998578
广渠路50号,朝阳 - 双井 双井桥地铁东南出口,38286,4883,116.469464,39.89878581
星城二里,房山 - 房山城区 北京市房山区阎村,15790,0,116.395645,39.92998578
玉泉路46号院,海淀 - 玉泉路 玉泉路地铁南50米,46764,350,116.2604142,39.91062398
第五铁路勘探院家属楼,大兴 - 黄村 大兴区康庄路9号,23026,0,116.65169,40.14140724
北洼路43号院,海淀 - 紫竹桥 首师大附中旁边,45127,120,116.3062604,39.93503057
东大街南里,丰台 - 北大地 丰北路华堂商场向南200米,33343,0,116.395645,39.92998578
二炮大院,西城 - 复兴门 复兴门外大街9号,69283,0,116.395645,39.92998578
五棵松路113号院,海淀 - 五棵松 五棵松路113号院,45159,0,116.2791911,39.92005516
药监局宿舍楼,宣武 - 广安门 广安门外大街广外甘石桥车站路南,51101,0,116.395645,39.92998578
阳光建材街小区,密云 - 密云 密云华远市场西200米,14593,0,116.8488221,40.3693468
莲馨苑,怀柔 - 怀柔 南华大街,18038,0,116.6392828,40.30960109
永泰庄38号院,海淀 - 清河 永泰庄38号院,41679,0,116.3580863,40.03976803
葡萄园小区,西城 - 展览路 西城区展览路与车公庄大街十字路口西南角,61416,0,116.3504056,39.93718351
卫生局宿舍,海淀 - 清河 清河桥西金五星对面200米白楼,35941,0,116.5196863,39.86901821
信息学院家属楼,海淀 - 清河 清河小营东160米，小营东路12号院,42035,0,116.65169,40.14140724
国务院第二住宅区,西城 - 复兴门 西城区复兴门外大街4号,67111,0,116.395645,39.92998578
茂华璟公院,石景山 - 杨庄 阜石路与杨庄东路交叉口东南角,39666,3525,116.2062927,39.92472431
雪芳园,海淀 - 五棵松 田村东路和田村路交叉口,45849,0,116.2535197,39.9348094
格纳斯主题酒店,朝阳 - 燕莎 北京市朝阳区新源里西19号,30878,0,116.4580985,39.95539142
厢白旗甲2号院,海淀 - 圆明园 北京市海淀区中关村北大街厢白旗甲2号,56449,216,116.229936,40.00220272
中国银行宿舍,海淀 - 西直门外 北京市海淀区高梁桥斜街甲18号,57625,0,116.3126988,39.93881191
翠微路1号院,海淀 - 公主坟 翠微路1号院,60145,0,116.3037836,39.92196757
西土城路25号院,海淀 - 蓟门桥 中国政法大学南门往西,53373,0,116.3594002,39.97215866
昌平县城三街,昌平 - 昌平县城 北京市北京市昌平区财神庙胡同,15574,0,116.2164564,40.22172355
安河桥村,海淀 - 颐和园 颐和园安河桥村,60059,0,116.2776214,40.0147668
水利科学研究院家属院,西城 - 车公庄 西城区车公庄西路与首体南路十字路口西南角,63720,0,116.395645,39.92998578
角门2号院,丰台 - 角门 角门2号院,21692,0,116.3849789,39.85177768
交通队宿舍,昌平 - 昌平县城 北京市昌平区政府街,23483,0,116.3700937,39.88619679
北光厂宿舍,通州 - 通州北苑 通惠南路向北150米,25800,0,116.6521584,39.91503227
三元街乙19号楼,崇文 - 永定门 三元街乙19号楼,50629,0,116.4036076,39.87682699
永泰庄北路23号院,海淀 - 清河 永泰庄北路23号院,29031,0,116.3597587,40.04299076
骚子营6号院,海淀 - 马连洼 骚子营6号院,42051,0,116.2913921,40.01791981
尚乐城,房山 - 良乡 房山良乡周口店长沟大石窝,6095,0,115.7883948,39.56455867
南礼士路56号,西城 - 南礼士路 北京市西城区南礼士路56号,68024,0,116.3595316,39.91837424
纽约豪园,朝阳 - 红庙 北京市朝阳区小庄6号院,44229,0,116.4779115,39.92137758
玻璃厂宿舍,昌平 - 南口 南口主街 357车站,15000,0,116.1290237,40.24050739
合生霄云路8号,朝阳 - 三元桥 朝阳区霄云路8号,78933,1000,116.4781608,39.97103748
御路园,昌平 - 昌平县城 政府街三角地,18441,5000,116.395645,39.92998578
中门寺6号院,门头沟 - 门头沟 双峪红绿灯西500米,22792,3000,116.0945783,39.9388119
园林小区,石景山 - 八宝山 玉泉西街甲11号,42685,120,116.2514134,39.91457503
天泰新房苑,朝阳 - 双桥 京通快速传媒大学南侧500米,24806,553,116.571013,39.90890508
双峪小区,门头沟 - 门头沟 双峪环岛路北100米,21045,1425,116.395645,39.92998578
东旭园,海淀 - 马连洼 海淀区东北旺中路东旭园,41329,168,116.2982964,40.04781238
东罗圈,东城 - 王府井 金宝街西,99303,0,116.4304479,39.92370284
光讯花园,通州 - 武夷花园 通胡大街15号,23935,418,116.395645,39.92998578
金贸中心,西城 - 展览路 西外大街德宝饭店对面,47661,598,116.35632,39.9446337
城子西街1号院,门头沟 - 门头沟 滨河路向西1公里，城子西街1号院,22785,0,116.1017202,39.95971115
新桥大街52号院,门头沟 - 门头沟 新桥南大街物美超市对面,18735,2680,116.1105557,39.94542748
坡头教师楼,门头沟 - 门头沟 大峪红绿灯西200米,21681,0,116.5541892,39.92125616
门矿西山楼,门头沟 - 门头沟 门头沟路南200米,17742,0,116.395645,39.92998578
增产路38号院,门头沟 - 门头沟 河滩路南200米,18141,680,116.1026508,39.94749456
新桥南大街甲67号楼,门头沟 - 门头沟 新桥南大街物美超市对面,21936,0,116.1167196,39.93236023
阳光上东别墅,朝阳 - 酒仙桥 朝阳区东四环北路6号(四环东侧宵云桥东南角),24985,2483,116.4881074,39.97208254
天籁村,朝阳 - 甘露园 动漫产业园三间房乡茶家东路,41237,0,116.395645,39.92998578
铜厂子胡同,东城 - 东直门 东直门外东中街,54124,0,116.4448729,39.94283692
中关村南大街12号院,海淀 - 中关村 中关村南大街12号院,68941,680,116.3367317,39.9631758
新外大街甲8号院,西城 - 鼓楼大街 新街口外大街甲8号院,66796,2160,116.378694,39.96855307
建新南区,顺义 - 顺义城 顺义区医院南侧300米,22533,2200,116.6607373,40.1280416
团结湖中路南三条,朝阳 - 团结湖 朝阳区甜水园街,43701,576,116.4785274,39.93271944
义宾北区,顺义 - 顺义城 顺义西单商场北侧50米,20047,1295,116.6566841,40.13859308
西辛北区,顺义 - 顺义城 卧龙公园旁边,20063,114,116.6504236,40.14498265
龙兴园中区,海淀 - 上地 回龙观桥西400米,26954,905,116.3261026,40.06814739
北沙滩8号院,朝阳 - 北沙滩 北沙滩桥东北角,42045,360,116.38162,40.013077
十字坡西里,东城 - 东直门 东直门外大街南侧,57175,1400,116.4452131,39.94556311
裕龙花园六区,顺义 - 顺义城 顺义妇幼医院北侧300米,20075,30000,116.6846317,40.12347358
裕龙花园二区,顺义 - 顺义城 顺义电视台东侧200米,19971,2000,116.6743344,40.12742334
红线胡同,宣武 - 虎坊桥 虎坊桥,64302,0,116.3879404,39.89750172
八宝山南路29号院,石景山 - 鲁谷 八宝山南路29号院,32597,540,116.235992,39.89543337
北京国际大厦,海淀 - 魏公村 中关村南大街甲18号,49958,5500,116.3311314,39.95921297
沙滩北街小区,东城 - 王府井 沙滩北街,54778,0,116.4100741,39.93302595
欣艺景园,通州 - 运河大街 运河东路南侧,23707,800,116.6920451,39.89686969
帝景广渠路21号,朝阳 - CBD 朝阳区广渠路21号,47138,0,116.5002032,39.89955989
礼士胡同,东城 - 东四 礼士胡同,66426,0,116.4289574,39.9280965
光泽胡同,西城 - 鼓楼大街 积水潭医院正门向西50米，光泽胡同,55107,0,116.3807186,39.94923308
独栋奥线大厦,朝阳 - 北苑 北辰路,24399,0,116.3931398,40.00493294
河和居,通州 - 通州北苑 北苑环岛北侧,43344,150,116.6426741,39.91517055
增光路21号院,海淀 - 航天桥 增光路21号院,45198,0,116.3331918,39.93371468
北池子胡同,东城 - 王府井 北池子胡同111号,81862,0,116.4093665,39.92415977
天恒乐活城别墅,房山 - 房山城区 京石高速阎村出口向西1500米，京周路南侧,23809,1771,116.0861411,39.72094775
连丰胡同,东城 - 安定门 东城区隆福寺连丰胡同,64454,0,116.421809,39.93275404
福胜胡同,房山 - 城关 房山城关 南邻房山东大街，北大寺附近,13380,0,116.395645,39.92998578
天线厂宿舍,通州 - 通州城 永顺西里甲36号院,23955,0,116.395645,39.92998578
中建二局家属院,周边 - 燕郊 燕郊迎宾路与学院路交汇处,11338,1086,116.395645,39.92998578
西三环北路89号院,海淀 - 航天桥 花园桥东北角,52597,0,116.3157399,39.94000615
丰台南路132号院,丰台 - 北大地 丰台南路132号院,35207,0,116.2927978,39.84703968
中美公寓,周边 - 燕郊 燕郊经济技术开发区,8250,250,116.395645,39.92998578
滨湖南街,怀柔 - 怀柔 二兴益超市往西,20841,0,116.6442644,40.33155972
颐和园新建宫门35号院,海淀 - 万泉河 颐和园新建宫门35号院,60084,0,116.2877986,40.00144425
北洼路53号院,海淀 - 航天桥 北洼路53号院,52702,0,116.307628,39.93352878
丽水庭阁,房山 - 琉璃河 房山区燕都琉璃河古镇,10429,0,116.395645,39.92998578
旭捷大厦,朝阳 - 劲松 东三环劲松桥东600米,32869,0,116.4794769,39.89070163
云秀中街,密云 - 密云 密云城关云秀中街,15885,0,116.8607086,40.39636683
文体路64号院,丰台 - 北大地 文体路64号院,35246,0,116.2932437,39.85769339
万泉寺小区,丰台 - 菜户营 西二环菜户营桥西南方向100米,36785,1000,116.3486265,39.87189332
西四环南路94号,丰台 - 北大地 丰台区西四环南路邮局大院,34980,0,116.2904737,39.85635522
北太平路18号院,海淀 - 五棵松 北太平路甲18号院,63453,0,116.2656856,39.9095347
铁科院小区,海淀 - 皂君庙 交大东路铁科院家属小区,52041,108,116.3477298,39.96269563
桥东街小区,门头沟 - 门头沟 门头沟区医院边,21826,420,116.395645,39.92998578
永新小区,门头沟 - 门头沟 门头沟双峪环岛附近永新小区,23932,312,116.395645,39.92998578
广安门车站西街17号院,宣武 - 广安门 宣武区广安门车站西街与红莲南路路口以北200米路西,39462,400,116.346051,39.8831092
新桥大街61号院,门头沟 - 门头沟 门头沟新桥路,21715,3600,116.1068162,39.94522212
前半壁街,西城 - 西直门内 西城区西直门南小街,58784,312,116.3677364,39.94408847
船板胡同,崇文 - 崇文门 崇文区船板胡同,57789,0,116.4265276,39.90977119
杨庄11号院,通州 - 通州城 通州北苑路口南500米,25895,0,116.6386549,39.90438228
地质勘查大院,昌平 - 东小口 立水桥地铁站北50米处，天通苑南,30206,230,116.395645,39.92998578
西井甲八号,石景山 - 苹果园 石景山区苹果园西井路,27650,0,116.1976957,39.93901847
朝内头条社区,东城 - 东四 东城区朝内大街北侧,72825,1541,116.4299016,39.93072112
蒲黄榆东里,丰台 - 蒲黄榆 方庄地铁五号线蒲黄榆，物美往西500米，银行宿舍,43745,0,116.4265496,39.87605976
三里屯南里住宅区,朝阳 - 三里屯 朝阳区三里屯工体北路朝阳医院北,44555,0,116.4591534,39.93992753
海澜东苑,海淀 - 田村 海淀区田村,46906,400,116.2533411,39.93945625
李老新村,通州 - 果园 果园城铁东南1000米,15168,0,116.6415033,39.89685166
城子大街小区,门头沟 - 门头沟 滨河路向北1公里,20300,2800,116.1055159,39.96388274
石坊院,昌平 - 昌平县城 昌平区中心公园南,21878,5000,116.2431525,40.2223594
阳光水岸,顺义 - 顺义城 顺义八中西侧,24047,720,116.6654971,40.14681651
天泰定福苑,朝阳 - 豆各庄 朝阳区定福庄北街,27345,970,116.5625207,39.92567645
银丰大厦,海淀 - 中关村 中关村苏州街地铁10号线C口往北,37172,200,116.3132883,39.98255231
世纪城远大园五区,海淀 - 世纪城 世纪金源大饭店后,53991,2600,116.289418,39.9588909
黄庄小区,海淀 - 中关村 海淀剧院北100米,68317,1235,116.3240963,39.98362916
世纪城远大园四区,海淀 - 世纪城 世纪城远大园四区,45120,2600,116.2928681,39.95978287
星河城一期,丰台 - 马家堡 镇国寺北街4号院,33526,3765,116.368327,39.849927
阜成路95号院,海淀 - 甘家口 阜成路95号院,51979,450,116.2980849,39.93149878
佳和园新区,大兴 - 旧宫 大兴旧宫庑店路南口,21531,1300,116.453481,39.81149339
大钟寺甲133号院,海淀 - 大钟寺 大钟寺甲133号院,48917,2200,116.340832,39.97319807
润生园,海淀 - 西三旗 新都环岛东,36297,1104,116.376686,40.07191934
吉祥园,丰台 - 青塔 玉泉路地铁南1000米,27859,162,116.2610315,39.89580571
清源东里,大兴 - 黄村 大兴黄村清源东里,22033,210,116.3478099,39.75058231
石景山广宁村,石景山 - 金顶街 广宁村小区,25628,1500,116.1506697,39.93661036
莲花池东路甲5号院,西城 - 白云路 莲花池东路，白云桥公安大学附近,52894,0,116.3454077,39.90394678
空军大院,海淀 - 西三旗 建材城西路58号,35793,20000,116.395645,39.92998578
建国门南大街,东城 - 东单 建国门北大街,53223,0,116.4427017,39.91201774
滨河79号院,门头沟 - 门头沟 门头沟双峪环岛向北龙泉花园以北,17852,0,117.1114083,40.1428295
市政物业小区,朝阳 - 亚运村 北苑路172号院,46416,0,116.4714268,39.85199627
成寿寺路99号楼,丰台 - 成寿寺 成寿寺路99号楼,30435,0,116.4517104,39.86440837
东盈苑,朝阳 - 劲松 朝阳区十里河大羊坊路79号,31189,0,116.395645,39.92998578
小关街,海淀 - 牡丹园 牡丹园中鑫嘉园对过,57052,0,116.3846164,39.98601078
豪城,朝阳 - 国展 朝阳区左家庄力鸿花园旁边,34284,0,116.395645,39.92998578
华清嘉园,海淀 - 五道口 海淀区五道口华清嘉园,62530,2392,116.3409735,39.99819273
依翠园,石景山 - 鲁谷 鲁谷大街,31240,1096,116.223156,39.90741654
绿地财富中心,大兴 - 黄村 大兴区黄村镇19号地,23728,0,116.311243,39.99227205
重兴园,石景山 - 鲁谷 石景山区鲁谷大街,33389,1700,116.2318691,39.89850288
枫桦豪景写字楼,宣武 - 广安门 广安门内大街10号，宣武门外大街西80米,57732,300,116.3787274,39.89376464
合立方街,昌平 - 东小口 东小口镇中滩村大街6号(邮编：102218),24493,3000,116.4170405,40.06344024
金顶北路9号院,石景山 - 金顶街 石景山区金顶北街与金顶北路交汇处东50米,26873,336,116.1779737,39.93649584
东铁营横一条,丰台 - 方庄 丰台区东铁营横一条,32989,0,116.4293434,39.86217422
北坞嘉园,海淀 - 四季青 闵庄路闵庄站向北100米,36610,1668,116.2566063,39.98699751
鸿福家园,房山 - 韩村河 韩村河东周各庄,3998,0,116.395645,39.92998578
颐北家苑,海淀 - 马连洼 海淀区马连洼龙背村路6号院,48397,0,116.2758404,40.03392446
华文国际传媒大厦,朝阳 - 双桥 建国路15号院甲1号(邮编：100024),28023,0,116.588449,39.91643849
洛克时代中心,朝阳 - 亚运村 安立路与大屯路交汇处西南角兰华国际对面(邮编：100101),30136,526,116.4133932,40.00835141
大瓦窑绿洲家园,丰台 - 卢沟桥 丰台区大瓦窑村693号,30810,0,116.2418075,39.86973787
小营西路29号院,海淀 - 清河 清河大楼东侧,42284,0,116.3381358,40.04346871
中国石油管道大厦,宣武 - 广安门 宣武区广义街甲8号,23411,0,116.4845344,39.97222107
瀚海科技大厦,东城 - 朝阳门内 北京东城区朝阳门内大街甲298号,38488,0,116.4255478,39.92913225
永翌公馆商街,丰台 - 六里桥 西三环八一电影制片厂西侧，莲怡园东路,33500,0,116.3081021,39.89194237
泽青科创产业园,大兴 - 亦庄 北京经济技术开发区同济南路,16000,0,116.395645,39.92998578
景龙国际商铺,朝阳 - 北苑 拂林路9,30324,0,116.4210293,40.03048046
润枫锦尚,大兴 - 旧宫 南四环与南五环之间，大兴区旧宫镇西广德庄,24165,1319,116.4362472,39.7982706
六里屯西里,朝阳 - 团结湖 北京市六里屯西里,39152,185,116.4789198,39.93469567
动物园宿舍,海淀 - 北太平庄 海淀区北下关街道西外太平庄,44810,1148,116.395645,39.92998578
